ID,TARGET,POS,INDEX,TEXT,CONC_AVG,CONC_SD,WN_SYNSET,TARGET_LEXICAL_ACCESSIBILITY,SENTENCE_LEXICAL_ACCESSIBILITY,LEXICAL_DENSITY,SENTENCE_LENGTH,CLAUSES,AVG_TOKEN_PER_CLAUSE,SYNTACTIC_TREE_DEPTH
356,terra,N,6,Fissa il cavo di messa a terra. ,4.48,1.97,03462747-n,0.308,0.202,0.571428571,8,1,8,4
70,testa,N,3,Assicurati che la testa sia sollevata più in alto rispetto al resto del corpo. ,6.57,1.41,05256085-n,0.308,0.207733333,0.5,17,2,8.5,4
69,testa,N,7,Tu non sei i pensieri nella tua testa. ,4.6,1.92,05611302-n,0.308,0.213777778,0.333333333,10,1,10,3
68,testa,N,10,Consulta il tuo medico curante in caso il mal di testa fosse più grave. ,6.13,1.43,05538625-n,0.308,0.2555,0.571428571,15,3,5,4
67,testa,N,7,"Non riesci a farla uscire dalla tua testa, pensi a lei in continuazione e ovunque vai. ",2.9,1.58,05611302-n,0.308,0.255764706,0.5,20,5,4,4
452,tradire,V,4,Cerca di capire perché tradisci il tuo partner. ,3.94,2.01,02576503-v,0.731,0.280285714,0.5,9,3,3,4
454,tradire,V,5,Non fare minacce e non tradire le tue intenzioni quando hai deciso di combattere. ,2.58,1.48,02575082-v,0.538,0.252785714,0.571428571,15,4,3.75,4
453,tradire,V,1,"Quando tradisci la fiducia di qualcuno, questo può scatenare emozioni forti in entrambi. ",2.38,1.39,02575082-v,0.731,0.260384615,0.384615385,15,2,7.5,4
455,tradire,V,12,Mediante il linguaggio del corpo e le espressioni del viso rischi di tradire le tue vere emozioni. ,2.58,1.3,00936330-v,0.538,0.2595625,0.421052632,20,2,10,4
365,ufficio,N,3,Recati presso l'ufficio del tribunale distrettuale e consegna i documenti al cancelliere. ,6.37,1.13,00936330-v,0.308,0.260928571,0.466666667,16,2,8,3
366,ufficio,N,4,Le migliori sedie da ufficio dovrebbero offrire un supporto lombare. ,5.47,1.53,00936330-v,0.308,0.283181818,0.6,11,1,11,3
368,ufficio,N,6,Ci sono molti oggetti nel tuo ufficio che puoi riciclare. ,6.53,0.85,00936330-v,0.308,0.244727273,0.363636364,12,2,6,3
367,ufficio,N,7,"Lavora con i piccoli negozianti, gli uffici della zona e le chiese. ",6,1.06,00936330-v,0.346,0.208714286,0.461538462,15,1,15,3
456,umiliare,V,2,Evita di umiliare i tuoi impiegati o le persone con cui lavori. ,3.57,1.85,01799794-v,0.615,0.239538462,0.416666667,13,2,6.5,6
552,umiliare,V,6,Può capitare che qualcuno cerchi di umiliarti. ,2.93,1.48,01800422-v,0.769,0.283625,0.375,9,3,3,3
104,unità,N,12,"Per attaccare la griglia di una ventola, collega il motore all'unità elettrica e fissalo con le viti fornite. ",5.97,1.61,13810323-n,0.308,0.260047619,0.476190476,23,3,7.666666667,4
103,unità,N,7,Utilizza delle attività concrete pensate per ogni unità didattica. ,4.21,2.06,13810323-n,0.308,0.2577,0.6,11,1,11,4
106,unità,N,7,"Se è il caso, pulisci l'unità esterna del condizionatore. ",6.03,1.48,13810323-n,0.308,0.221166667,0.454545455,13,2,6.5,3
105,unità,N,4,I decibel sono un'unità logaritmica a base 10.,2.46,1.62,13583724-n,0.308,0.2577,0.444444444,10,1,10,2
107,unità,N,11,Controlla costantemente il respiro e il polso fino all'intervento dell'unità di emergenza. ,4.95,1.77,08189659-n,0.308,0.241785714,0.5,17,1,17,4
108,unità,N,5,Ricorda di indicare sempre le unità di misura appropriate. ,3.2,1.95,13583724-n,0.308,0.243666667,0.666666667,10,2,5,4
315,uomo,N,14,"Rafforza la stretta afferrandogli l'avambraccio con l'altra mano, proprio come un uomo d'affari. ",4.67,1.65,10288763-n,0.269,0.257823529,0.529411765,19,2,9.5,3
318,uomo,N,3,Non sempre l'uomo della strada ha accesso a tutte le informazioni pertinenti. ,4.53,1.53,02472293-n,0.269,0.189642857,0.571428571,15,1,15,3
316,uomo,N,1,"L'uomo è un animale sociale e, in virtù di questa caratteristica, è incline a parlare con chi non conosce. ",4.67,2.06,02472987-n,0.269,0.190476191,0.45,23,4,5.75,6
317,uomo,N,2,Un vero uomo sa che in campo amoroso è la donna a scandire il ritmo. ,4.3,1.73,10288516-n,0.269,0.2114375,0.533333333,16,3,5.333333333,4
504,vantaggio,N,6,Ridurre il grasso corporeo offre molti vantaggi e benefici per la salute. ,3.79,1.96,05155821-n,0.423,0.254384615,0.583333333,13,2,6.5,4
507,vantaggio,N,6,Un registratore portatile digitale ha il vantaggio di essere relativamente piccolo e portatile. ,3.03,1.92,05155821-n,0.385,0.230769231,0.615384615,14,2,7,4
505,vantaggio,N,5,"Se sai di avere un vantaggio sul tuo avversario, assicurati di sfruttarlo con saggezza. ",2.62,1.44,05155821-n,0.385,0.2616,0.4375,18,4,4.5,5
506,vantaggio,N,11,"Se costruisci un buon giro di colleghi, sarà di tutto vantaggio per la tua carriera. ",2.58,1.36,05155821-n,0.385,0.2236875,0.4,17,2,8.5,4
93,verde,N,4,Scegli diversi tipi di verde per rendere il fogliame realistico e profondo. ,5.23,1.59,13153633-n,0.346,0.269153846,0.583333333,13,2,6.5,5
94,verde,N,13,"Rosso e giallo formano l'arancione, mentre giallo e blu formano il verde. ",5.73,1.54,04967191-n,0.346,0.249916667,0.461538462,15,2,7.5,4
415,verità,N,8,"In un modo o nell'altro, la verità viene sempre a galla. ",1.87,1.25,06724066-n,0.346,0.170357143,0.384615385,15,1,15,3
417,verità,N,6,Hai l'obbligo di dire la verità e di essere un modello di comportamento per gli altri. ,2.43,1.61,13956488-n,0.346,0.1730625,0.352941177,18,3,6,6
416,verità,N,2,"Diciamo la verità, ognuno di noi ha delle cattive abitudini. ",2.3,1.32,06724066-n,0.346,0.224333333,0.454545455,13,2,6.5,3
418,verità,N,7,"Affronta le conseguenze di aver scoperto la verità, qualunque essa sia. ",2.77,1.65,13956488-n,0.346,0.212923077,0.454545455,13,3,4.333333333,4
561,viaggiare,V,13,"Tutti i cittadini statunitensi, neonati inclusi, devono avere un passaporto quando viaggiano in aereo all'estero. ",5.97,1.17,01845720-v,0.5,0.271529412,0.529411765,20,4,5,4
458,viaggiare,V,12,"Utilizza la costante matematica della velocità della luce, velocità a cui viaggiano le onde elettromagnetiche. ",3.76,2.02,,0.5,0.251266667,0.470588235,19,1,19,4
457,viaggiare,V,3,Decidi se vuoi viaggiare su una nave da crociera grande o piccola. ,5.51,1.2,01845720-v,0.462,0.281,0.5,13,2,6.5,6
459,viaggiare,V,9,Le placche presenti nelle arterie carotidi si staccano e viaggiano nel sistema sanguigno. ,4.6,1.8,,0.5,0.337857143,0.466666667,16,2,8,4
524,viaggio,N,2,Organizza dei viaggi nel fine settimana quando entrambi avete del tempo libero. ,4.63,1.79,00306426-n,0.423,0.248538462,0.466666667,16,2,8,3
526,viaggio,N,6,Pesa le tue valigie prima del viaggio per evitare costosi supplementi. ,4.5,1.61,00306426-n,0.346,0.30125,0.583333333,13,2,6.5,4
525,viaggio,N,2,"Per un viaggio sicuro in macchina, è importante limitare i movimenti dell'animale. ",5.2,1.61,00306426-n,0.346,0.208785714,0.5,16,2,8,4
527,viaggio,N,6,Segui questi passaggi per iniziare il viaggio lungo il tuo cammino artistico. ,2.23,1.43,00306426-n,0.346,0.2885,0.5,13,2,6.5,4
529,viaggio,N,5,Ti telefonerò dopo il mio viaggio in spagna per raccontarti com'è andata. ,5.05,1.45,00306426-n,0.346,0.284,0.307692308,14,2,7,3
528,viaggio,N,8,Ricordi quanto sembravano terribili e noiosi i lunghi viaggi in auto quando eri un bambino? ,4.9,1.46,00306426-n,0.423,0.2981875,0.6,16,3,5.333333333,5
463,vincere,V,7,La squadra che ha totalizzato più punti vince la partita. ,4.94,1.94,01101913-v,0.423,0.2422,0.6,11,2,5.5,4
462,vincere,V,7,Cedi su alcune parti della discussione per vincere la disputa generale. ,3.24,1.84,01101734-v,0.385,0.259583333,0.5,13,2,6.5,3
460,vincere,V,2,"Tutti vorrebbero vincere la lotteria, ma la maggior parte di noi non azzecca un numero. ",4.04,2.01,01101913-v,0.385,0.2235,0.466666667,17,2,8.5,3
461,vincere,V,1,Potrai vincere le tue paure mettendole per iscritto. ,2.04,1.18,01108627-v,0.385,0.320666667,0.444444444,10,2,5,3
397,vista,N,9,I conigli hanno un ottimo udito e un'ottima vista e possono individuare i predatori facilmente. ,5.33,1.56,05654362-n,0.308,0.282066667,0.5625,17,2,8.5,3
396,vista,N,6,È molto importante non perdere di vista la propria felicità. ,1.6,1,04950126-n,0.308,0.185272727,0.6,11,2,5.5,3
398,vista,N,8,"Oltre ad essere sgradevole all'olfatto e alla vista, la muffa può danneggiare la nostra salute. ",5.03,1.58,05654362-n,0.308,0.248823529,0.388888889,20,2,10,4
395,vista,N,10,L'approccio altruistico implica vedere la situazione dal punto di vista dell'altra persona. ,2.05,1.38,04950126-n,0.308,0.257461539,0.5625,17,2,8.5,4
58,vita,N,16,Un riposo di qualità può giovare alla memoria e alla creatività e aumentare l'aspettativa di vita. ,4.2,1.85,13961642-n,0.231,0.2436,0.421052632,20,2,10,4
55,vita,N,5,Devi anche avere una tua vita indipendente dalla tua relazione. ,3.4,1.87,13961399-n,0.231,0.2346,0.454545455,12,1,12,2
57,vita,N,12,"Il modo in cui si sorride può influenzare la carriera, la vita sociale e i rapporti sentimentali. ",3.55,1.64,04930632-n,0.231,0.207166667,0.470588235,19,2,9.5,4
56,vita,N,4,"Se cominciare una nuova vita fosse facile, le persone sarebbero in continua evoluzione. ",2.94,1.77,13961399-n,0.231,0.217933333,0.538461539,15,3,5,3
403,vittima,N,6,Esistono diverse istituzioni che aiutano le vittime di abusi. ,5.91,1.25,10752093-n,0.346,0.2424,0.555555556,10,2,5,5
404,vittima,N,5,Quasi tutti gli scrittori cadono vittime del cosiddetto blocco dello scrittore. ,2.46,1.24,10752093-n,0.346,0.282083333,0.538461539,14,1,14,4
472,vittoria,N,2,Annuncia la vittoria al concorrente che ha ottenuto il punteggio più alto. ,4.13,2.13,07354731-n,0.385,0.218923077,0.538461539,14,2,7,5
475,vittoria,N,3,Festeggia le piccole vittorie. ,3.3,1.64,07473441-n,0.462,0.2846,0.75,5,1,5,2
473,vittoria,N,3,Puoi puntare sulla vittoria del banco o del giocatore. ,4.47,2.02,07473441-n,0.385,0.277888889,0.333333333,13,1,13,4
476,vittoria,N,6,La dignità e l'umiltà nella vittoria e nella sconfitta sono fondamentali. ,2.87,1.79,07354731-n,0.385,0.223818182,0.357142857,15,1,15,4
471,vittoria,N,8,"Se sfuggi alla battaglia, devi scordarti della vittoria e della gioia che viene con essa. ",2.4,1.35,07473441-n,0.385,0.254875,0.388888889,20,2,10,7
474,vittoria,N,11,Le risposte migliori sono quelle che ti permettono di ottenere una vittoria morale. ,2.08,1.31,07473441-n,0.385,0.225142857,0.461538462,14,3,4.666666667,4
